title,published,source,venue,doi,url,pdf_url,score,matched_terms,ai_summary_zh
Global advancements in BIM-based building e-permit system adoption: a review,2026-01-05,OpenAlex,Journal of Civil Engineering and Management,https://doi.org/10.3846/jcem.2026.24912,https://doi.org/10.3846/jcem.2026.24912,https://journals.vilniustech.lt/index.php/JCEM/article/download/24912/13235,39,BIM; bim-based; building information model; building information modeling,通过系统梳理七个代表性国家在BIM建筑电子许可系统的采纳现状、政策背景及未来规划，从强制政策导向、标准化、国际化和智能化四个维度提炼出推广策略，并探讨了人工智能与系统融合的研究瓶颈与发展方向。
A Systematic Literature Review of Augmented Reality’s Development in Construction,2026-01-03,OpenAlex,Electronics,https://doi.org/10.3390/electronics15010225,https://doi.org/10.3390/electronics15010225,https://www.mdpi.com/2079-9292/15/1/225/pdf?version=1767431212,30,BIM; building information model; building information modeling; digital twin,通过系统文献综述方法，分析了2019至2025年间136篇增强现实在建筑领域应用的研究，聚焦其与BIM、数字孪生等技术的结合架构、应用趋势及挑战。研究识别出可视化、监测、培训等关键趋势，并指出硬件限制、互操作性等障碍，为行业采纳提供参考。
From principles to practice: A systematic literature review of design for manufacture and assembly and design for deconstruction strategies for a circular construction industry,2026-01-02,OpenAlex,Structural Concrete,https://doi.org/10.1002/suco.70452,https://doi.org/10.1002/suco.70452,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/suco.70452,27,BIM; building information model; building information modeling,通过系统文献综述，批判性审视了面向制造与装配设计（DfMA）和面向解构设计（DfD）在循环建筑业中的潜力，重点分析了其与建筑信息模型（BIM）的整合如何提升效率、适应性和环境性能，并指出缺乏行业标准和生命周期框架限制了这些方法的广泛采用。
bimquake,2026-01-01,OpenAlex,Open MIND,https://doi.org/10.5281/zenodo.18510834,https://openalex.org/W7128289431,https://doi.org/10.5281/zenodo.18510834,87,BIM; building information model; building information modeling; digital twin; IFC; ifc file; ifc files; ifc model; ifc models; industry foundation class; industry foundation classes,BIMQuake是一个Python软件包，通过整合IFC建筑信息模型与地震危险性分析及结构评估，实现对砌体建筑的抗震韧性评估。该工具可提取IFC模型的结构数据、基于地理位置获取地震参数，并进行线性和非线性静力分析，以评估墙体安全系数和全局脆弱性指数。
Exploring link prediction on multidisciplinary BIM graphs using graph neural networks,2026-01-01,OpenAlex,mediaTUM – the media and publications repository of the Technical University Munich (Technical University Munich),,https://openalex.org/W7137759468,https://mediatum.ub.tum.de/doc/1841525/document.pdf,63,BIM; bim model; bim models; building information model; building information modelling; IFC; ifc file; ifc files,探索利用图神经网络识别云端建筑信息模型（BIM）中建筑与结构模型间的重要连接，针对跨学科链接缺失语义关系的问题，开发了结合规则方法与图神经网络的混合预测模型。实验表明，该方法在模糊场景下优于纯规则方法，能自动推断联邦BIM环境中的语义链接。
From Heterogeneous Requirement Sources to Information Delivery Specifications: Designinga Human-Supervised Agentic RAG Workflow,2026-01-01,OpenAlex,Diva portal (Dalarna University Library),,https://openalex.org/W7166954648,http://urn.kb.se/resolve?urn=urn:nbn:se:hj:diva-72960,51,BIM; building information model; building information modelling; IFC; ifc schema; openbim,采用设计科学研究方法，通过访谈和文献综述，设计了一个结合大语言模型与规则引擎的人工监督工作流，将PDF、Excel和Word中的异构建筑信息需求转化为机器可检查的IDS，基于IFC模式和bSDD查询，通过结构化人工审核确保准确性，测试中成功识别所有预设需求且无无关内容。
Study and Establishment of a Workflow for Integration 3D BIM for 4D Construction Planing,2026-01-01,OpenAlex,Theseus (Ammattikorkeakoulujen),,https://openalex.org/W7160885063,http://www.theseus.fi/bitstream/10024/917466/2/Tengprasert_Thanapa.pdf,51,BIM; bim model; bim models; bim-based; building information model; building information modeling,通过开发并比较三种不同工作流程，本研究将Autodesk Revit中的BIM模型与Primavera P6施工进度计划集成至Navisworks进行4D可视化。以芬兰、泰国和老挝的住宅项目为案例，优化后的工作流通过结构化编码实现自动链接，显著减少手动操作并提升集成效率。
"Seismic Failure Mechanism Shift in RC Buildings Revealed by NDT-Supported, Field-Calibrated BIM-Based Models",2026-01-01,OpenAlex,Applied Sciences,https://doi.org/10.3390/app16010455,https://doi.org/10.3390/app16010455,https://www.mdpi.com/2076-3417/16/1/455/pdf?version=1767239207,49,BIM; bim model; bim-based; building information model; building information modeling; digital twin,提出一种现场校准、集成无损检测的BIM建模框架，通过结合钻芯、回弹仪等测试数据并嵌入BIM环境，构建钢筋混凝土建筑的数字孪生模型。非线性静力推覆分析表明，校准模型的基本周期延长约18%，导致性能分类从生命安全转变为接近倒塌预防，并揭示了损伤机制从延性梁铰向脆性柱控制的转变。
Integrating Building Life-Cycle Assessment into the Design Process through IFC-transfer: A Case Study on IFC-based Data Transfer between Tekla Structures and One Click LCA,2026-01-01,OpenAlex,Theseus (Ammattikorkeakoulujen),,https://openalex.org/W7162482592,http://www.theseus.fi/bitstream/10024/921236/2/Jutila_Isa.pdf,47,BIM; bim and ifc; bim model; bim models; IFC; ifc-based,通过Tekla Structures与One Click LCA间的IFC数据交换，探索将建筑生命周期评估集成到设计流程中。基于三个设计阶段BIM模型测试，发现IFC可传输LCA所需数据，但自动化程度受数据结构影响，存在数量解读、组件处理及多次导入等限制。
Automatic progress monitoring using sensing technologies and building information modeling in precast construction,2026-01-01,OpenAlex,DR-NTU (Nanyang Technological University),https://doi.org/10.32657/10356/212772,https://doi.org/10.32657/10356/212772,https://hdl.handle.net/10356/212772,45,BIM; building information model; building information modeling; IFC; ifc schema,提出集成传感技术与BIM的框架，通过扫描对比、自动竣工BIM重建及智能追踪系统，实现预制构件施工的自动化质量检查与实时进度监控。采用RANSAC与最小二乘法圆柱拟合、IFC属性映射及RFID/UWB多模态融合，模块重建尺寸精度达94.40%。
Utility-driven simulation modelling and multi-objective evolutionary optimisation for BIM-based construction emission reduction,2026-01-01,OpenAlex,International Journal of Information and Communication Technology,https://doi.org/10.1504/ijict.2026.153939,https://doi.org/10.1504/ijict.2026.153939,https://doi.org/10.1504/ijict.2026.153939,39,BIM; bim-based; building information model; building information modelling,提出一种融合建筑信息模型、效用驱动仿真和多目标进化计算的新框架，以动态优化施工碳排放。核心贡献在于形式化效用函数，将决策者对时间、成本和排放的偏好嵌入优化搜索，并通过高保真离散事件仿真评估方案，实验表明该框架在超体积指标上提升5.6%-15.3%，实现现场排放降低18.7%。
Rethinking Liabilities and Responsibilities: Towards a Balanced Risk-Sharing Framework in BIM,2026-01-01,OpenAlex,E3S Web of Conferences,https://doi.org/10.1051/e3sconf/202668301016,https://doi.org/10.1051/e3sconf/202668301016,https://www.e3s-conferences.org/articles/e3sconf/pdf/2026/01/e3sconf_eeupd2026_01016.pdf,37,BIM; bim-based; building information model; building information modelling,本研究通过批判性回顾现有文献，指出当前合同框架未能充分解决BIM项目中责任分配与法律清晰度问题，主张构建公平的风险分担模型以促进利益相关者合作，并强调该方向是BIM实践中的关键研究空白。
IFC ja kansallinen rakennusten tietomallinnuksen vakiointi : vakioidun tiedon hakeminen IFC-tiedostosta Pythonin ja Ifcopenshellin avulla,2026-01-01,OpenAlex,Theseus (Ammattikorkeakoulujen),,https://openalex.org/W7162979010,http://www.theseus.fi/bitstream/10024/922829/2/Korhonen_Sami.pdf,30,IFC; industry foundation class; industry foundation classes,本研究以芬兰新建筑法为背景，探讨建筑信息模型（BIM）的国家标准化及IFC标准，通过Python和IfcOpenShell从IFC文件中提取标准化数据。贡献在于验证了利用Python代码从符合国家标准的IFC模型中自动获取建筑许可所需信息的可行性。
"Building Maintenance Information System Using 4D Bim Technology for Campus Facilities at Uniciti Alam, Universiti Malaysia Perlis",2026-01-01,OpenAlex,International Journal of Research and Innovation in Social Science,https://doi.org/10.47772/ijriss.2026.10230010,https://doi.org/10.47772/ijriss.2026.10230010,https://rsisinternational.org/journals/ijriss/uploads/vol10-iss23-pg116-136-202605_pdf.pdf,30,BIM; building information model; building information modelling,以马来西亚玻璃市大学Uniciti Alam校区A3楼为案例，采用Revit和Naviswork Manage软件构建基于4D BIM技术的建筑维护信息系统，通过文献综述和半结构化访谈对比传统纸质方法与BIM方法在维护管理中的问题，旨在提升校园设施维护管理效率。
SmartData Interlock: An Access Control Architecture and Data Exchange Model for Secure Data Ecosystem in Smart Buildings,2026-01-01,OpenAlex,IEEE Transactions on Privacy,https://doi.org/10.1109/tp.2026.3692127,https://doi.org/10.1109/tp.2026.3692127,https://pure.tue.nl/ws/files/393345237/SmartData_Interlock_An_Access_Control_Architecture_and_Data_Exchange_Model_for_Secure_Data_Ecosystem_in_Smart_Buildings.pdf,27,BIM; building information model; building information modelling,提出一种基于国际数据空间（IDS）的个人化数据中枢与SmartData Interlock模型，构建智能建筑的图结构访问控制与数据交换架构。通过扩展基于类别的数据访问机制，集成目的绑定、委托语义与可执行策略图，在有限计算开销下实现隐私合规的跨系统数据共享。
Analysis of a Large Language Model in the Process of Quantity Surveying and Cost Estimation Using Interoperable BIM Models,2026-01-01,OpenAlex,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.6805069,https://doi.org/10.2139/ssrn.6805069,https://doi.org/10.2139/ssrn.6805069,18,bim model; bim models,该论文分析了大型语言模型在基于互操作BIM模型的工程量计算与成本估算过程中的应用，探讨了其方法及潜在贡献。
"Web-based Platform for IFC Graph Visualisation, Exploration, and Validation : Proof of Concept",2026-01-01,OpenAlex,Theseus (Ammattikorkeakoulujen),,https://openalex.org/W7162717144,http://www.theseus.fi/bitstream/10024/921638/2/Bhattarai_Anil.pdf,16,IFC; ifc model,设计并评估了一个基于浏览器的统一平台，用于IFC模型探索、模式学习和验证；通过客户端解析IFC4 STEP和IFC5 JSON文件，转换为标签属性图，并提供同步的图形、树状、属性、3D和验证视图，21名参与者的用户研究证实了其在不同IFC经验水平下的可用性。
IFC2COBie - Semantic Translator converting data from IFC schema to COBie spreadsheet,2026-01-01,OpenAlex,Open MIND,https://doi.org/10.71724/5e72-nw61,https://doi.org/10.71724/5e72-nw61,,11,ifc schema,提出IFC2COBie语义转换器，实现从IFC数据模式到COBie电子表格的自动转换，为建筑信息模型数据交换提供实用工具。
Dynamic cost control methods for computer-integrated engineering based on digital twins,2026-01-01,OpenAlex,International Journal of Reasoning-based Intelligent Systems,https://doi.org/10.1504/ijris.2026.152202,https://doi.org/10.1504/ijris.2026.152202,https://doi.org/10.1504/ijris.2026.152202,10,BIM; digital twin,提出一种基于数字孪生的动态成本控制模型，通过BIM组件建模构建虚实交互框架，实现实时成本监控与自适应调节。该模型包含BIM组件与施工状态的双向映射机制、融合时空特征的多维成本分析模型及规则引擎驱动的闭环反馈机制，在混凝土浇筑和钢筋作业中成本波动幅度分别控制在2.8%和1.6%。
Design of Long-Span Steel Grid Structures Based on the EPC+BIM Model,2026-01-01,OpenAlex,Sustainable civil infrastructures,https://doi.org/10.1007/978-3-032-15802-4_13,https://doi.org/10.1007/978-3-032-15802-4_13,,9,bim model,基于EPC+BIM模型，研究了长跨钢网格结构的设计方法，通过集成工程总承包与建筑信息模型技术，提升了设计效率与协同性。
CS-SVM Algorithm Empowers BIM Technology in the Model Construction and Application of Construction Project Cost Prediction,2026-01-01,OpenAlex,Communications in computer and information science,https://doi.org/10.1007/978-981-95-9884-7_26,https://doi.org/10.1007/978-981-95-9884-7_26,,8,BIM,基于标题与关键词，该研究提出将CS-SVM算法与BIM技术结合，用于构建施工项目成本预测模型，并探讨其在模型构建与应用中的实现方法。
"Leaping to New Era of Digitalisation: Transformation of Job Roles for Quantity Surveyors, Architects, and Facility Managers",2025-12-31,OpenAlex,FARU Journal,https://doi.org/10.4038/faruj.v12i2.373,https://doi.org/10.4038/faruj.v12i2.373,https://faruj.sljol.info/articles/373/files/698173b388073.pdf,37,BIM; bim model; building information model; building information modelling; digital twin,本研究采用三轮德尔菲法访谈和内容分析，探讨数字化对工料测量师、建筑师和设施经理职业角色的影响。发现建筑信息模型（BIM）是这些专业人员最常用的数字技术，数字化催生了BIM经理、BIM建模师等新角色，并主要带来成本和时间效益。
RESEARCH ON THE USE OF BIM IN PROPERTY MANAGEMENT OF COMMERCIAL REAL ESTATE AND ITS EFFECTS,2025-12-31,OpenAlex,Journal of Architecture and Planning (Transactions of AIJ),https://doi.org/10.3130/aija.91.143,https://doi.org/10.3130/aija.91.143,https://www.jstage.jst.go.jp/article/aija/91/839/91_143/_pdf,8,BIM,研究以既有大型商业设施为对象，探讨BIM在物业管理中的应用可能性，并检验其效果。通过可行性研究，提出了针对非新建项目的有效BIM构建方法。
Integrating LCA with BIM-Based Technologies in the Building Construction Context: A Review,2025-12-30,OpenAlex,Buildings,https://doi.org/10.3390/buildings16010168,https://doi.org/10.3390/buildings16010168,https://www.mdpi.com/2075-5309/16/1/168/pdf?version=1767086293,39,BIM; bim-based; building information model; building information modeling,通过系统检索Scopus和Web of Science数据库，从817篇文献中筛选出65篇研究进行定量分析，揭示了BIM与LCA集成可增强建筑行业可持续决策的潜力，但互操作性、数据标准化和成本问题仍是主要障碍。
Framework for enhancing the application of building information modelling (BIM) in the Jordanian construction industry,2025-12-30,OpenAlex,Al-Qadisiyah Journal for Engineering Sciences,https://doi.org/10.30772/qjes.2025.160392.1563,https://doi.org/10.30772/qjes.2025.160392.1563,https://qjes.qu.edu.iq/article_189099_a1ff8cd8e54d1da16490ae2572a3abd4.pdf,34,BIM; building information model; building information modelling,针对约旦建筑业面临的问题，采用定量问卷与相对重要性指数（RII）分析，提出一个促进BIM应用的有效框架，识别出规范、图纸与合同文件不一致等关键障碍，为行业利益相关者提供改进路径。
BUILDING INFORMATION MODELLING AND RISK IN INDUSTRIALISED BUILDING SYSTEM PROJECTS: A SCIENTOMETRIC REVIEW,2025-12-30,OpenAlex,Journal of Surveying Construction & Property,https://doi.org/10.22452/jscp.vol16no2.4,https://doi.org/10.22452/jscp.vol16no2.4,https://ejournal.um.edu.my/index.php/JSCP/article/download/63184/19444,31,BIM; building information model; building information modelling,通过科学计量方法系统梳理2010至2025年间1153篇BIM、风险管理与工业化建筑系统相关文献，揭示该领域研究趋势、核心主题及合作网络，指出安全、流程优化和数字化创新是主要研究方向，但存在实证验证不足和方法标准化缺失等缺口。
"Bibliometric analysis of GIS studies for bridge management: Trends, challenges, and future directions",2025-12-29,OpenAlex,Applied Geomatics,https://doi.org/10.1007/s12518-025-00683-x,https://doi.org/10.1007/s12518-025-00683-x,https://link.springer.com/content/pdf/10.1007/s12518-025-00683-x.pdf,27,BIM; building information model; building information modeling,通过分析2006至2023年Scopus收录的600篇文献，运用VOSviewer识别出GIS在桥梁管理中的五大主题聚类，包括BIM集成、空间数据采集和结构健康监测，并指出AI空间建模、GNSS实时监测和物联网预测维护系统三大知识空白。
BIM-Based 4D and 5D Construction Planning Techniques: A Systematic Review,2025-12-26,OpenAlex,International Journal for Research in Applied Science and Engineering Technology,https://doi.org/10.22214/ijraset.2025.76585,https://doi.org/10.22214/ijraset.2025.76585,https://doi.org/10.22214/ijraset.2025.76585,42,BIM; bim-based; building information model; building information modeling; digital twin,通过系统综述20篇同行评审文献，分析了基于BIM的4D（时间）与5D（成本）施工规划技术的应用现状、效益与挑战，发现其在可视化、协调性、进度可靠性和成本准确性方面有显著提升，但受限于互操作性问题、自动化不足和组织阻力，近期研究正逐步整合数字孪生与人工智能以增强预测规划能力。
Digital Transformation : Establishing the Core Requirements of Contractual Protocols for BIM Integration in Water Treatment Plant Development,2025-12-26,OpenAlex,Open International Journal of Informatics,https://doi.org/10.11113/oiji2025.13n2.341,https://doi.org/10.11113/oiji2025.13n2.341,https://oiji.utm.my/index.php/oiji/article/download/341/248,30,BIM; building information model; building information modelling,该研究通过系统文献综述，为水处理厂项目中BIM集成的合同协议确立了五项核心要素，包括明确角色责任、标准化数据交换、知识产权条款、争议解决机制及绩效监控框架，旨在减少合同歧义并促进协作交付。
Integrating Building Simulation Identity Card and Dynamic Data Modelling for Non-Structural Components within a BIM-based Digital Twin Framework for Enhanced Emergency Evacuation in Complex Buildings,2025-12-25,OpenAlex,,,https://openalex.org/W7117439691,https://pure.au.dk/portal/en/publications/88b8fe9b-1c27-4b6b-b284-fd6ff91c9128,78,BIM; bim model; bim-based; building information model; building information modelling; digital twin; IFC; industry foundation class; industry foundation classes,提出一种基于BIM的数字孪生框架，利用IFC标准实现非结构构件（如电气、暖通系统）的实时仿真与数据双向交换，并通过建筑仿真身份卡（BSIC）标准化参数。案例验证表明，该框架能提升地震场景下非结构系统的仿真同步性、故障定位精度与应急决策效率。
Method for creating graphs based on BIM models for predictive monitoring of buildings,2025-12-25,OpenAlex,Management of Development of Complex Systems,https://doi.org/10.32347/2412-9933.2025.64.247-258,https://doi.org/10.32347/2412-9933.2025.64.247-258,https://mdcs.knuba.edu.ua/article/download/351715/338716,40,BIM; bim model; bim models; IFC; ifc schema,提出一种将BIM模型自动转换为物理图结构的方法，通过结合几何分析与IFC语义信息构建BuildIFCGraph方法，并在三个参考模型上验证了其准确性与可靠性，为基于图神经网络的建筑退化预测提供了基础。
Introduction of a Grasshopper workflow for the integration of the acoustic analysis in a multi-domain BIM model,2025-12-25,OpenAlex,,https://doi.org/10.61782/fa.2025.0492,https://doi.org/10.61782/fa.2025.0492,https://dael.euracoustics.org/confs/fa2025/data/articles/000492.pdf,39,BIM; bim model; building information model; building information modeling,针对建筑信息模型（BIM）中多领域集成面临的互操作性问题，提出一种将声学性能计算集成至BIM模型的工作流程，通过开发基于Grasshopper和Rhino.Inside Revit的声学评估工具，实现立面隔声的初步评价并兼顾热工与采光性能的冲突协调。
IFC and Project Control: A Systematic Literature Review,2025-12-25,OpenAlex,Buildings,https://doi.org/10.3390/buildings16010091,https://doi.org/10.3390/buildings16010091,https://www.mdpi.com/2075-5309/16/1/91/pdf?version=1766652128,38,IFC; ifc-based; industry foundation class; industry foundation classes,通过系统文献综述与文献计量分析，梳理了基于IFC的项目控制（成本估算、进度安排与资源核算）领域的研究现状。研究发现，当前IFC标准在项目控制中的应用缺乏清晰规范，普遍存在非标准化操作、数据碎片化及自动化程度低等问题，亟需制定标准化指南以推动集成化工具的开发。
A human-centered approach to reframing job satisfaction in the BIM-enabled construction industry,2025-12-23T18:29:51Z,arXiv,cs.HC,,https://arxiv.org/abs/2512.20584v1,https://arxiv.org/pdf/2512.20584v1,30,BIM; building information model; building information modeling,通过改编Hackman和Oldham的工作特征模型，构建了以人为中心的BIM工作环境满意度测量模型，并采用偏最小二乘结构方程模型分析调查数据。研究发现，BIM使用并非整体提升工作满意度，其影响取决于协作与有意义参与等人本因素，而非技术自主性或使用频率。
A Modular Reference Architecture for MCP-Servers Enabling Agentic BIM Interaction,2025-12-21T23:12:26Z,arXiv,cs.OH,10.14459/2026md1851873,https://arxiv.org/abs/2601.00809v2,https://arxiv.org/pdf/2601.00809v2,51,BIM; building information model; building information modelling; IFC; ifc model; ifc models,提出一种模块化参考架构，用于构建MCP服务器，实现与BIM应用的API无关、隔离且可复现的智能体交互。该架构基于文献分析，通过微服务设计和适配器契约解耦MCP接口与BIM-API，并用IfcOpenShell原型验证了其在修改和生成任务中的可行性。
"Evolution and research trends in virtual reality and augmented reality technologies for the architecture, engineering, and construction (AEC) industry: a systematic review and science mapping approach",2025-12-18,OpenAlex,Frontiers in Virtual Reality,https://doi.org/10.3389/frvir.2025.1725875,https://doi.org/10.3389/frvir.2025.1725875,https://public-pages-files-2025.frontiersin.org/journals/virtual-reality/articles/10.3389/frvir.2025.1725875/pdf,8,BIM; digital twin,通过系统综述和文献计量分析，考察了2015至2025年间虚拟现实与增强现实技术在建筑、工程和施工行业中的演变与研究趋势，结合Scopus和Web of Science数据库的定量分析与定性主题归纳，揭示了以数字孪生、虚拟现实应用和BIM集成为核心的研究热点与知识结构。
Modular Design of Steel Box Girders: A BIM-Driven Framework Integrating Knowledge Graphs and Data,2025-12-18,OpenAlex,Buildings,https://doi.org/10.3390/buildings15244574,https://doi.org/10.3390/buildings15244574,https://www.mdpi.com/2075-5309/15/24/4574/pdf?version=1766064467,8,BIM,针对钢箱梁模块化设计中知识复用困难与信息孤岛问题，提出一种融合知识图谱与数据的BIM驱动框架。该框架构建了含85类实体和150种语义关系的专业知识图谱，集成超1.5万知识单元，使参数化建模效率提升30–40%，设计冲突检测准确率超90%，智能决策系统可满足75%业务场景需求。
Augmented Reality-Based Smart Structural Health Monitoring System With Accurate 3D Model Alignment,2025-12-17T22:35:37Z,arXiv,cs.HC,10.1016/j.iintel.2025.100186,https://arxiv.org/abs/2512.16008v1,https://arxiv.org/pdf/2512.16008v1,27,BIM; building information model; building information modelling,提出一种基于增强现实的智能结构健康监测系统，集成建筑信息模型可视化与全息图灵活操控方法，利用Vuforia工具包实现三维模型与真实结构的自动对齐，并通过实验室和全尺寸桥梁案例验证了其在4G/5G网络下远程协作损伤定位的可行性。
IT PROJECT RISK MANAGEMENT: AN ANALYTICAL REVIEW OF RESEARCH,2025-12-12,OpenAlex,Bulletin of NTU KhPI Series Strategic Management Portfolio Program and Project Management,https://doi.org/10.20998/2413-3000.2025.10.6,https://doi.org/10.20998/2413-3000.2025.10.6,http://pm.khpi.edu.ua/article/download/341988/329905,27,BIM; building information model; building information modeling,该研究通过文献综述和文献计量分析，梳理了IT项目风险管理知识体系，识别了现代工具与方法，并重点探讨了基于建筑信息模型（BIM）、物联网和云技术的软件产品开发中的风险管理。
УПРАВЛІННЯ РИЗИКАМИ ІТ ПРОЄКТІВ: АНАЛІТИЧНИЙ ОГЛЯД ДОСЛІДЖЕНЬ,2025-12-12,OpenAlex,The Scientific Issues of Ternopil Volodymyr Hnatiuk National Pedagogical University Series pedagogy,,https://openalex.org/W7111818443,http://pm.khpi.edu.ua/article/view/341988,27,BIM; building information model; building information modeling,该研究对IT项目风险管理知识体系进行了分析性综述，运用文献计量方法梳理了国际标准与乌克兰学位论文中的风险管理原则、工具及方法，并识别出基于BIM、IoT和云技术的软件产品开发风险管理等十二个关键词聚类。
Implementing ISO 21597-1:2020 through an Information Container Approach in Construction,2025-12-10,OpenAlex,Gazi Üniversitesi Fen Bilimleri Dergisi Part C Tasarım ve Teknoloji,https://doi.org/10.29109/gujsc.1730945,https://doi.org/10.29109/gujsc.1730945,https://dergipark.org.tr/en/download/article-file/5007065,17,BIM; bim model; IFC,基于ISO 21597-1:2020标准，提出五阶段信息容器创建方法，通过ArchiCAD构建BIM模型并导出IFC XML数据，在办公项目中验证可行性，提升了数字信息管理效率与跨系统互操作性。
A BIM-IPD Integrated Framework for Reducing Disputes in Construction Projects in Egypt,2025-12-07,OpenAlex,International Journal of Sustainable Construction Engineering Technology,https://doi.org/10.30880/ijscet.2025.16.03.011,https://doi.org/10.30880/ijscet.2025.16.03.011,https://publisher.uthm.edu.my/ojs/index.php/IJSCET/article/download/22102/7834/113590,30,BIM; building information model; building information modelling,针对埃及建设项目中因传统采购模式导致的纠纷问题，采用混合研究方法（文献综述、案例研究和大型承包商调查），构建了一个整合建筑信息模型（BIM）与集成项目交付（IPD）的框架，以增强协作与透明度，从而减少工期延误和成本超支等主要纠纷诱因。
Tokenizing Buildings: A Transformer for Layout Synthesis,2025-12-04T14:16:09Z,arXiv,cs.CV,,https://arxiv.org/abs/2512.04832v2,https://arxiv.org/pdf/2512.04832v2,27,BIM; building information model; building information modeling,提出一种基于Transformer的小型建筑模型，通过将建筑元素异构特征统一为序列并保留组合结构，实现BIM场景布局合成。该方法采用稀疏属性-特征矩阵捕捉房间属性，并设计统一嵌入模块学习联合表示，在编码器-解码器模式下自回归预测，生成功能合理、碰撞和边界违规更少的住宅布局。
An Effective Approach to Geometric and Semantic BIM/GIS Data Integration for Urban Digital Twin,2025-12-02,OpenAlex,ISPRS International Journal of Geo-Information,https://doi.org/10.3390/ijgi14120478,https://doi.org/10.3390/ijgi14120478,https://www.mdpi.com/2220-9964/14/12/478/pdf,23,BIM; building information model; digital twin,提出一种新型BIM/GIS集成方法，通过逐层检测建筑构件并提取外表面，将BIM模型转换为简化CityGML表示，同时自动提取实体、属性及关系存入标签属性图数据库，结合CityGML扩展实现多细节层次表示，显著降低几何复杂度并保留语义信息。
Building Information Modelling execution plan (BEP) framework for Malaysian construction projects,2025-12-01,OpenAlex,UiTM Institutional Repositories (Universiti Teknologi MARA),,https://openalex.org/W7164241516,https://ir.uitm.edu.my/id/eprint/137123/1/137123.pdf,31,BIM; building information model; building information modelling,针对马来西亚建筑项目，采用文件分析与半结构化访谈的定性方法，提出建筑信息模型执行计划（BEP）框架，以解决BEP实践不标准化导致的沟通不畅、规划不完整和效率低下问题。该框架识别五大关键问题并制定四项改进措施，为行业提供更一致、有效的BIM实施参考。
Strategic Pathways for BIM Construction Readiness in Jordan: Driving Sustainable Digital Transformation,2025-12-01,OpenAlex,Tikrit Journal of Engineering Sciences,https://doi.org/10.25130/tjes.32.4.37,https://doi.org/10.25130/tjes.32.4.37,http://tj-es.com/ojs/index.php/tjes/article/download/2717/1407,30,BIM; building information model; building information modeling,本研究以约旦为代表案例，通过分析171份行业问卷，结合相对重要性指数、帕累托图和鱼骨图，提出一个整合战略、情境与采纳因素的多维BIM采纳模型。该模型经埃及和黎巴嫩案例验证，可帮助发展中国家将流程变异减少35%，加速可持续数字化转型。
A Systematic Literature Review of BIM-Construction Robotics Integration,2025-11-30,OpenAlex,Journal of the Korea Academia-Industrial cooperation Society,https://doi.org/10.5762/kais.2025.26.11.218,https://doi.org/10.5762/kais.2025.26.11.218,https://doi.org/10.5762/kais.2025.26.11.218,13,BIM; IFC,通过系统文献综述方法，收集2020至2025年间1356篇BIM-建筑机器人集成文献，采用LDA主题聚类与Litmaps引文网络分析，发现现有研究偏重仿真且BIM-机器人连接多为单向IFC转换，缺乏实时双向数据集成与现场验证。
BIM-Discrepancy-Driven Active Sensing for Risk-Aware UAV-UGV Navigation,2025-11-18T01:43:04Z,arXiv,cs.RO,,https://arxiv.org/abs/2511.14037v1,https://arxiv.org/pdf/2511.14037v1,30,BIM; building information model; building information modeling,提出一种基于BIM差异驱动的主动感知框架，用于动态施工环境中无人机与无人地面车辆的协同导航。通过融合实时激光雷达数据与BIM先验信息，并采用走廊风险度量量化导航安全性，风险触发重扫描使平均走廊风险降低58%、地图熵降低43%，相比静态BIM导航更安全高效。
The Power of iTWO: Automating Precision in Construction Estimation,2025-11-13,OpenAlex,International Journal of Science and Research (IJSR),https://doi.org/10.21275/sr251110224253,https://doi.org/10.21275/sr251110224253,https://www.ijsr.net/archive/v14i11/SR251110224253.pdf,26,BIM; bim model; bim models; bim-based,基于实习经验，研究了iTWO软件在建筑项目估算中的应用，通过集成成本数据库和从BIM模型直接提取工程量，实现了高精度、高效率的自动化成本计算。
Multi-Agent GraphRAG: A Text-to-Cypher Framework for Labeled Property Graphs,2025-11-11T14:04:00Z,arXiv,cs.AI,,https://arxiv.org/abs/2511.08274v1,https://arxiv.org/pdf/2511.08274v1,30,digital twin; IFC; industry foundation class; industry foundation classes,提出一种模块化大语言模型智能体系统Multi-Agent GraphRAG，将自然语言查询自动转换为Cypher查询，以交互标签属性图数据库。在CypherBench和基于IFC的建筑数字孪生属性图上评估，展示了连接AI与结构化数据的潜力。
IFC Building Models Used for LLM-Based Interpretation and Error Analysis,2025-11-11,OpenAlex,Mendeley Data,https://doi.org/10.17632/nprmwtb7mk.1,https://doi.org/10.17632/nprmwtb7mk.1,https://doi.org/10.17632/nprmwtb7mk.1,58,BIM; bim model; IFC; ifc model; ifc models; industry foundation class; industry foundation classes,该数据集包含两个IFC建筑模型，分别用于测试大语言模型在解释IFC数据时的基线性能，以及分析建模不一致性对模型准确性和鲁棒性的影响。两个模型均采用IFC4版本导出，可在Autodesk Revit中查看。
